employment,income,dti,score,amount,tenure,emp_length,delinquencies,savings,utilization,default
1,50805,0.436,605,5498,12,0.1,1,19181.66,0.537,0
0,51012,0.233,697,21614,36,3.7,1,20064.26,0.305,0
0,62342,0.299,725,13391,24,0.5,3,24008.15,0.348,0
0,49068,0.328,702,17929,36,0.6,1,26840.95,0.366,1
1,45216,0.3,702,24271,36,1.2,1,16004.95,0.404,1
0,57306,0.268,706,26166,36,2.2,0,24841.35,0.357,0
1,65060,0.329,712,29552,12,2.7,2,22253.14,0.366,0
0,45189,0.262,705,18404,24,3.5,0,22292.22,0.379,1
0,24996,0.392,717,9016,12,1.8,4,11897.41,0.558,1
1,55537,0.35,686,29853,24,9.8,0,15012.93,0.395,1
1,51643,0.333,711,23386,36,9.6,0,26985.19,0.259,0
0,63198,0.317,703,25384,36,8,0,24149.46,0.306,0
1,68790,0.355,691,7920,12,1.7,0,22113.26,0.361,1
0,66596,0.31,703,24469,48,2.1,1,22852.58,0.339,1
1,77025,0.219,729,8004,36,2.5,2,27338.32,0.217,0
0,67146,0.3,722,8873,48,0.2,1,20452.2,0.241,0
0,71728,0.232,705,14012,36,0.6,1,17281.92,0.322,0
0,55147,0.245,679,20753,36,0,0,24164.07,0.275,1
1,59021,0.297,711,5875,36,3.4,1,20463.45,0.346,0
0,67175,0.337,736,13385,48,5.4,1,22667.64,0.357,0
0,68814,0.264,742,17347,24,5,1,21280.63,0.356,0
0,42223,0.298,729,20698,24,6,0,27567.77,0.345,0
0,62106,0.451,613,24058,48,4.7,4,25599.31,0.345,0
0,58387,0.242,748,6908,36,3,2,26643.67,0.341,0
0,64164,0.257,719,10674,48,0.5,0,19978.71,0.195,0
0,61685,0.33,727,26611,36,1.6,1,19095.8,0.217,0
0,58524,0.27,746,25498,36,0.9,1,24029.91,0.392,0
0,57687,0.324,707,22604,24,3.4,2,19717.61,0.338,1
1,67803,0.372,612,12255,48,7.9,0,19509.24,0.415,0
1,33232,0.378,650,19781,48,1.4,0,16368.69,0.409,0
0,63654,0.291,689,23246,36,3.5,1,14287.76,0.272,1
1,47032,0.304,671,7970,60,1.9,1,16747.36,0.291,1
1,56847,0.275,692,20620,24,2.4,0,22681.02,0.324,0
0,43680,0.274,730,18496,60,5.8,0,14156.91,0.366,0
1,52440,0.532,661,24793,48,3.5,1,10077.78,0.466,0
1,56121,0.388,709,11675,60,1.8,1,28338.2,0.312,0
0,83921,0.323,734,27879,12,0.5,0,17655.19,0.306,0
0,65078,0.288,722,25586,12,15.6,2,15068.8,0.303,0
0,51582,0.475,653,23094,36,0.1,1,7643.22,0.532,0
1,60369,0.472,657,16307,36,0.5,2,16829,0.509,0
0,51428,0.315,733,29197,24,9,1,25383.05,0.341,0
1,57509,0.182,728,17813,24,3.3,1,17090.86,0.265,0
1,54030,0.415,580,8054,12,0.1,2,21906.69,0.467,0
0,62942,0.339,743,13085,48,3.9,2,23632.09,0.31,0
0,48016,0.259,724,12220,36,0.4,1,24213.77,0.303,0
1,43400,0.441,679,16888,48,3,2,18212.52,0.475,0
0,54358,0.335,717,10284,60,22.1,0,20132.61,0.24,0
1,58966,0.268,757,13966,12,4.4,0,21207.61,0.247,0
1,43736,0.433,606,7400,12,2.2,1,3647.32,0.586,0
0,50121,0.339,722,23314,60,2.9,0,20302.66,0.402,0
1,69331,0.321,712,17141,48,2.6,1,8652.22,0.237,0
0,63614,0.347,696,13091,24,1.4,2,16927.97,0.364,1
0,35284,0.303,690,7216,12,7.1,2,16677.01,0.333,0
0,60489,0.244,687,14472,36,1.8,0,23696.2,0.284,1
0,62340,0.241,709,21471,24,9.2,0,28541.17,0.298,0
0,62031,0.455,608,25107,36,2,4,9930.2,0.635,0
0,40752,0.348,697,18383,36,1.4,0,24623.92,0.363,1
1,78107,0.529,623,6564,12,16.8,1,12865.85,0.489,0
1,69642,0.31,688,28787,24,2.7,1,15450.61,0.326,1
1,56470,0.389,743,29264,60,0.9,1,13399.62,0.465,1
0,52209,0.293,778,7447,24,16.7,0,23118.71,0.274,0
0,53701,0.298,759,8944,36,4.8,1,31486.1,0.322,0
1,72900,0.404,651,25835,48,0,0,5067.22,0.37,0
1,62238,0.239,698,29902,48,12.9,0,22628,0.223,0
0,47727,0.323,617,22783,48,1,0,17459.9,0.319,0
0,51161,0.332,715,12815,60,4.3,1,18124.98,0.222,1
0,64710,0.407,629,28584,36,6.8,1,19905.39,0.476,0
0,60226,0.269,740,8850,24,1.9,1,16208.92,0.276,0
1,31775,0.315,625,23954,60,4.7,2,11148.97,0.395,0
0,45514,0.274,762,11272,48,3.1,1,17134.99,0.292,0
0,55518,0.287,749,17271,36,1.3,2,24241.6,0.284,0
1,53804,0.451,528,28619,36,7.6,2,18537,0.523,0
1,54572,0.406,569,8592,12,0.9,2,18535.6,0.475,0
1,53339,0.528,597,28515,12,3,4,23551.86,0.492,0
0,44354,0.271,717,9213,36,5,1,21711.7,0.272,0
0,56001,0.387,688,8273,24,2.9,0,20906.43,0.302,1
0,51985,0.27,781,26158,12,0.6,0,25047.21,0.387,0
1,41303,0.306,699,20636,48,1.9,0,16961.99,0.318,0
1,54076,0.375,760,27981,36,6.9,2,19334.68,0.262,0
0,40992,0.387,596,13653,36,0.1,0,11215.14,0.548,0
0,49116,0.35,730,9454,48,9.6,1,22675.42,0.31,0
0,62429,0.332,723,11345,36,0.6,1,17312.45,0.309,0
1,49498,0.145,699,26159,36,1.7,0,28647.63,0.311,0
0,68096,0.391,721,17056,24,20.4,3,14730.02,0.365,0
0,76088,0.304,703,21074,36,9.3,1,10479.48,0.304,0
1,56706,0.291,711,6295,12,1,0,25877.12,0.259,0
0,53214,0.348,697,10899,36,4.1,1,17430.29,0.241,1
0,36666,0.476,664,7728,36,1.4,3,6043.25,0.513,0
0,57324,0.291,780,9818,48,4.1,1,25947.53,0.295,0
0,56527,0.262,770,22680,36,4.2,2,18386.49,0.352,0
0,55146,0.289,700,19611,48,0.3,2,20761.57,0.253,0
0,45613,0.365,696,24922,60,11.6,2,16358.57,0.234,0
1,60539,0.538,688,13008,12,0.2,1,16139.1,0.529,0
0,46641,0.29,753,16153,36,5.4,0,24061.63,0.323,0
0,56915,0.159,683,23334,48,10.9,2,17110.6,0.379,1
1,53627,0.365,747,22190,24,1.9,2,18330.39,0.252,0
0,53507,0.285,729,15548,36,0.3,1,17500.8,0.383,0
1,80607,0.314,721,9656,48,7.7,0,14289.25,0.268,0
1,63939,0.288,659,22513,36,4.4,2,12975.94,0.254,1
0,62626,0.324,750,24056,48,13.8,0,22798.51,0.357,0
1,62335,0.531,666,20841,60,7.2,1,13675.6,0.361,0
0,61352,0.31,716,29080,12,33.8,1,18752.92,0.233,0
0,64258,0.288,719,7732,48,6,1,24446.85,0.339,0
0,48130,0.261,741,20717,48,4.9,1,26573.99,0.218,0
0,73843,0.237,694,28857,60,3.5,4,21320.73,0.266,0
0,44806,0.306,696,15288,36,7,1,7593.33,0.284,0
0,52515,0.315,700,23127,48,3.6,0,21268.26,0.323,0
1,45599,0.467,685,15699,48,6.9,1,3593.6,0.498,0
0,57813,0.306,733,11562,36,4,0,15790.86,0.263,0
0,46283,0.372,699,11187,36,7.3,1,20653.59,0.271,1
0,67003,0.373,714,21166,36,7.4,3,15949.59,0.38,1
1,62993,0.318,707,6250,36,9,1,9702.42,0.348,0
0,85734,0.339,764,12558,48,2.1,1,24589.57,0.359,0
1,55706,0.276,720,24276,24,0.5,0,9808.42,0.276,0
0,50825,0.274,686,12134,36,9.6,2,14089.01,0.292,0
0,60157,0.237,716,18136,48,1.6,0,23750.78,0.26,0
1,65188,0.23,695,22514,36,0.5,1,17748.54,0.259,0
0,73227,0.372,726,20524,24,4.6,1,15962.71,0.335,0
0,51432,0.263,771,26440,36,5.8,2,23783.21,0.296,0
0,42961,0.372,699,14643,12,11.1,0,15893.85,0.305,1
0,40877,0.319,758,23825,36,0.3,2,23692.86,0.317,0
0,66241,0.303,713,10609,24,7.8,2,10926.86,0.257,0
1,58679,0.199,713,18365,24,2,1,9324.17,0.254,0
0,68635,0.285,713,17264,60,19.3,2,26392.79,0.351,0
0,63243,0.367,700,19641,24,1.1,0,25566.55,0.311,0
1,58968,0.389,741,25403,48,2.9,1,16546.17,0.291,0
1,35719,0.555,728,11613,60,2.5,0,23803.3,0.545,0
1,75941,0.309,659,6514,60,3.6,0,26172.65,0.448,0
1,49760,0.489,658,21765,24,3.2,2,11683.88,0.465,0
0,48719,0.452,689,5700,36,10.4,1,20824.89,0.328,1
0,55172,0.286,715,17967,36,0.1,1,21250.23,0.294,0
1,58475,0.305,734,14434,48,3.5,2,33389.24,0.239,0
0,71905,0.299,721,23326,24,0.4,2,25799.92,0.318,0
0,61906,0.26,731,14778,48,4.9,0,16490.92,0.362,0
0,49078,0.26,748,7084,60,0.3,0,12383.28,0.28,0
1,46547,0.312,731,28227,24,4,2,20332.21,0.307,0
0,61553,0.283,762,25650,36,4.8,1,23041.04,0.401,0
1,64746,0.277,691,23423,36,1.1,0,11985.72,0.364,0
0,56744,0.272,739,27752,12,2,0,23711.33,0.236,0
0,50517,0.214,716,11524,36,0.7,1,14493.12,0.204,0
0,61200,0.402,730,23675,36,9.1,0,11983.49,0.412,1
0,67081,0.258,735,5178,48,1,0,18218.75,0.288,0
1,54852,0.284,721,5903,24,1,0,18350.06,0.3,1
0,61196,0.299,732,23424,48,3.7,1,25728.67,0.24,0
1,76073,0.295,681,12867,48,3.3,2,22637.31,0.364,1
1,32734,0.252,724,9056,24,0.7,3,10978.63,0.397,1
0,53859,0.264,716,26384,24,1.1,0,21450.77,0.264,0
0,51608,0.304,721,28418,48,11.4,0,25427.61,0.272,0
0,72913,0.338,762,27617,12,1.7,0,13944.21,0.27,0
1,60519,0.311,669,16460,24,1.1,1,25949.38,0.436,1
1,45026,0.353,715,12454,24,3.3,1,8876.82,0.313,0
1,61599,0.278,669,27822,36,3.2,1,20368.27,0.328,1
0,44810,0.224,746,8821,36,4.6,0,10594.5,0.272,0
1,37912,0.423,594,15610,36,6.9,1,10544.99,0.453,0
0,63083,0.345,723,15127,24,4.4,0,19628.94,0.267,0
0,37618,0.257,687,22039,12,0.1,1,20956.71,0.268,0
0,71619,0.309,691,11033,36,2.3,0,9537.45,0.303,1
1,52241,0.519,634,21594,36,0.8,2,7305.7,0.434,0
0,52880,0.304,722,5356,36,2.3,1,26022.77,0.322,0
0,56631,0.331,726,27987,48,1.9,1,16055.21,0.299,0
1,60376,0.317,685,19284,48,1,2,8039.5,0.436,1
0,41591,0.262,726,26977,36,2,1,12600.6,0.281,0
1,38479,0.225,647,16596,12,0.2,4,13370.77,0.323,1
1,78733,0.239,671,6314,24,6.4,0,20147.99,0.294,1
0,52367,0.213,698,29944,36,8,0,15083.56,0.276,1
1,80778,0.328,733,24442,48,17.6,1,20357.42,0.249,0
1,37817,0.291,720,11182,36,1.1,0,19349.51,0.273,0
0,69639,0.25,722,10833,24,6.5,0,20580.33,0.337,0
0,53049,0.273,734,18903,24,1,1,21103.35,0.361,0
0,56873,0.21,740,11618,12,10.9,1,22500.47,0.235,0
1,60741,0.308,725,26391,36,1.7,3,18972.45,0.266,0
0,51755,0.151,715,18886,24,2.6,0,16596.26,0.279,0
1,65471,0.268,788,29607,36,10.3,0,20863.73,0.306,0
1,57187,0.305,730,27003,36,0.1,0,12174.43,0.279,0
0,64632,0.305,704,22256,60,8.9,0,15561.86,0.373,0
0,57233,0.337,724,20166,36,2.7,1,22251.76,0.305,0
1,50171,0.39,632,28535,36,0.7,2,14752.08,0.589,0
0,54006,0.358,735,16776,60,0.1,0,14657.59,0.31,0
0,48238,0.384,690,10425,60,0.8,3,31900.28,0.358,0
0,54691,0.281,705,20620,60,1.2,2,22176.48,0.287,0
0,56797,0.342,729,12916,24,1.4,1,15114.3,0.417,0
0,51595,0.267,697,10928,48,2,1,19925.28,0.335,0
1,79412,0.368,750,13092,48,26.5,0,25981.83,0.318,0
0,55917,0.386,624,17034,12,5.3,1,16228.74,0.547,0
0,58585,0.283,771,15501,60,6.8,1,16791.03,0.294,0
1,65793,0.335,766,13902,48,0.2,0,21276.52,0.376,0
0,59364,0.225,711,7947,36,0,2,22099.61,0.404,0
1,62810,0.268,727,13389,36,1.2,2,18502.39,0.277,0
0,60315,0.266,746,26304,36,2.4,1,19200.82,0.253,0
1,56567,0.4,614,18247,24,0.9,2,17138.44,0.456,0
0,74105,0.368,730,21211,36,0.9,2,21768.76,0.309,0
1,50429,0.333,657,15934,60,3.1,2,10614.82,0.44,0
0,65766,0.308,781,27573,24,0.6,2,17709.38,0.312,0
1,32122,0.376,617,16217,36,1.2,2,17470.62,0.441,0
0,49855,0.403,654,20059,36,0.9,3,18461.05,0.4,0
1,56314,0.316,756,19179,60,2.7,2,18243.85,0.231,0
0,57169,0.348,742,20235,36,16.7,2,29631.33,0.201,0
1,37390,0.405,607,24806,36,8.9,0,9277,0.453,0
1,69827,0.288,697,22023,36,5.7,2,18331.75,0.338,1
0,74949,0.358,672,28372,36,7.7,1,20769.22,0.204,0
0,42399,0.531,637,5160,24,6,0,13658.14,0.427,0
0,71568,0.307,703,7791,36,3.4,1,24525.17,0.249,0
1,71503,0.25,694,20295,36,1.7,1,23075.58,0.265,0
1,67470,0.281,711,5795,48,8.8,0,24901.86,0.285,0
1,64756,0.303,661,13518,48,0.2,0,21744.49,0.363,1
0,77446,0.288,702,20883,36,2.1,0,23227.74,0.353,1
0,44176,0.217,695,15184,12,0.6,3,28792.3,0.302,1
0,58942,0.312,736,21413,12,2.9,0,22730.18,0.194,0
0,58483,0.365,725,11662,60,5,4,16081.04,0.321,0
0,52859,0.34,749,13438,36,2.9,3,20436.7,0.266,0
1,57919,0.239,716,16880,12,1,0,15731.92,0.302,0
0,70702,0.365,745,10351,36,1.8,0,22824.8,0.219,0
1,60693,0.207,742,16657,24,2.4,1,23801.08,0.243,0
0,75512,0.26,718,20448,48,2.6,0,17854.53,0.242,0
0,30430,0.441,697,20418,36,2.6,1,27092.76,0.461,1
1,49602,0.259,687,26141,48,2.6,2,20810.99,0.357,1
1,64510,0.323,680,13239,36,0.8,1,28928.12,0.247,0
1,69383,0.259,774,29682,24,0.1,2,12842.74,0.303,0
0,34899,0.357,594,18401,12,4.6,1,22360.51,0.39,0
1,65328,0.261,758,26865,24,6.5,1,22177.17,0.35,0
0,52432,0.39,737,27416,12,4.4,1,19385.84,0.336,0
1,53828,0.352,717,6025,12,0.6,3,29237.64,0.343,1
0,53549,0.282,735,13002,36,4.6,5,21018.02,0.349,0
1,47157,0.437,601,9766,48,0,1,28991.65,0.416,0
0,66227,0.255,751,17261,24,2.4,1,22136.38,0.351,0
0,81237,0.473,614,26061,36,0.5,1,12625.78,0.454,0
0,61764,0.32,700,17986,60,1.7,0,23217.91,0.28,1
0,47465,0.305,675,5404,24,1.7,1,15828.11,0.266,1
1,52145,0.224,628,28803,36,4.9,2,10505.56,0.435,0
0,69963,0.403,714,22159,12,5,0,22325.71,0.286,0
1,54707,0.35,700,9162,48,1.8,1,21730.46,0.361,1
0,45930,0.376,728,10066,24,1.7,2,17755.27,0.323,0
1,58713,0.347,677,23426,12,1.7,0,10685.33,0.335,0
1,35020,0.377,599,22907,36,1.1,1,16136.14,0.535,0
0,48103,0.241,728,28987,60,0.8,3,14963.76,0.331,0
1,62100,0.303,679,21442,12,7.4,3,24673.19,0.284,0
1,51897,0.283,716,14457,24,1.4,2,26027.34,0.253,0
0,58615,0.292,719,13681,24,5.2,0,16398.55,0.329,0
0,46440,0.305,737,17912,60,3.2,0,24303.79,0.268,0
0,48884,0.373,678,20610,36,2.1,0,20544.71,0.336,1
0,65144,0.298,738,27617,36,0.1,1,23578.52,0.25,0
0,54101,0.27,766,7923,36,10.1,1,13844.46,0.346,0
0,47305,0.325,704,6173,36,6.6,1,23913.67,0.266,1
0,58964,0.303,699,12927,48,1.4,1,15595.44,0.352,0
0,65062,0.308,694,11594,36,1.4,0,19889.19,0.233,0
0,47716,0.296,728,19082,24,4.1,1,14575.62,0.326,0
0,70115,0.278,697,26801,12,0.6,1,22511.54,0.361,1
0,63113,0.222,718,24160,60,2.5,0,24376.3,0.251,0
0,65999,0.33,767,19232,48,2.4,0,25542.21,0.277,0
1,69567,0.264,716,21342,12,0.6,1,30877.73,0.289,0
1,47568,0.549,630,23441,36,3.1,0,-3730.19,0.415,0
0,59630,0.308,716,23022,24,0.3,3,13862.24,0.207,0
0,48567,0.334,737,21388,36,2.9,0,19658.31,0.406,0
1,46483,0.327,748,11794,36,0.7,2,22375.33,0.335,0
1,62975,0.345,712,26186,48,7.1,1,14492.93,0.231,0
0,67499,0.271,731,17582,12,0.1,0,16761.49,0.402,0
1,53251,0.5,645,11700,24,2.6,3,-1983.62,0.395,0
1,43661,0.356,677,15367,24,5.5,2,17806.42,0.238,1
0,60375,0.301,759,11204,36,0.5,0,21970.93,0.346,0
1,39959,0.357,612,6742,36,0,1,19448.7,0.518,0
0,14541,0.434,680,5872,48,2.7,0,12387.85,0.459,1
0,67940,0.488,688,22909,48,1.4,1,-2595.66,0.287,1
0,51478,0.313,753,19606,48,3.1,0,27067.67,0.343,0
0,54695,0.24,713,19387,60,1.8,2,25690.05,0.278,0
0,64688,0.294,690,13834,48,1.3,2,11165.49,0.348,1
0,72121,0.269,733,7967,12,3,2,16914.49,0.344,0
0,67319,0.339,730,18306,36,10.3,0,20165.19,0.242,0
1,25316,0.382,607,10218,24,0,2,-2245.13,0.499,0
0,56946,0.38,712,16901,48,1,1,13710.28,0.299,0
0,64363,0.335,727,12358,48,7.9,0,23178.2,0.349,0
0,59601,0.344,747,17642,12,3.5,1,23575.53,0.369,0
1,37444,0.406,705,12263,12,1.6,2,26371.68,0.517,1
1,55111,0.291,740,23359,48,6.3,0,19617.25,0.288,0
0,72119,0.335,691,28102,60,2.9,3,21546.67,0.302,0
0,59174,0.309,762,28234,36,12.9,0,13184.3,0.39,0
0,80498,0.245,716,13430,60,2.7,0,24343.72,0.307,0
0,69726,0.333,683,9534,36,2.8,1,24305.78,0.305,1
1,48318,0.257,717,11277,60,3.4,1,17742.45,0.292,0
1,68469,0.381,701,13929,36,2.1,1,14740.85,0.43,1
0,62126,0.229,717,6150,36,2.5,1,10758.61,0.279,0
0,76690,0.261,728,21504,36,7.1,1,19462.48,0.257,0
0,65045,0.296,640,26038,60,2,0,19611.33,0.324,1
0,42069,0.335,743,6848,48,9.7,1,14486.84,0.328,0
1,59374,0.323,706,26421,36,9.3,0,15454.11,0.331,0
1,81151,0.417,673,13370,60,7.5,3,4816.13,0.467,1
0,53762,0.377,747,19185,12,1.5,1,22592.92,0.3,0
0,80679,0.32,763,16215,12,0.6,0,18429.35,0.403,0
1,79352,0.297,700,23554,36,4.1,0,20528.79,0.305,0
0,65383,0.315,728,13792,24,10.4,0,14541.66,0.354,0
0,52828,0.341,723,25849,36,5.7,2,17433,0.259,0
0,61755,0.283,737,19637,12,13.2,0,12926.22,0.325,0
1,54552,0.461,633,22546,36,1.6,4,-733.02,0.427,1
1,64978,0.317,685,6536,24,9.3,0,17910.24,0.223,1
0,69827,0.199,693,6078,24,11.3,1,27222.79,0.232,0
0,57179,0.213,736,9089,24,1.1,1,18031,0.392,0
0,61552,0.273,733,14100,24,1.9,0,18388.53,0.37,0
0,64037,0.28,732,22468,48,0.9,1,21103.03,0.305,0
0,64608,0.159,740,7945,48,12.4,0,20295.44,0.315,0
0,55731,0.357,705,15691,36,3.1,0,22098.3,0.354,0
0,57654,0.381,732,18178,24,5.3,0,17814.82,0.327,0
0,79435,0.253,690,9530,48,4.8,2,20787.54,0.214,0
0,51891,0.376,704,6800,36,2.3,2,24871.23,0.273,1
0,66441,0.444,567,17679,60,1.7,2,22989.75,0.511,0
0,37522,0.344,604,16014,36,0.3,2,14460.12,0.491,0
1,77041,0.286,696,23722,36,5.4,0,29712.04,0.277,0
0,60798,0.326,717,17044,24,8.7,2,19203.86,0.325,0
1,69289,0.291,699,5880,36,5.1,0,21868.89,0.329,1
1,33862,0.266,626,22057,48,4.1,4,28844.89,0.509,0
1,72302,0.34,732,17627,36,4.1,2,15200.64,0.278,0
1,57505,0.371,629,8956,36,2.4,0,10632.9,0.475,0
1,58600,0.557,619,12472,24,0.6,2,14346.76,0.487,0
1,45163,0.435,627,12314,36,2.4,0,-627.64,0.46,0
1,52648,0.359,756,27900,24,6.4,1,21672.24,0.231,0
1,61042,0.332,691,29342,48,4.3,2,11205.99,0.365,0
1,72586,0.518,684,18209,36,1.2,2,16477.93,0.559,0
0,59944,0.347,740,17343,36,1.7,1,28914.12,0.278,0
1,40887,0.325,727,23895,48,1,0,20267.52,0.288,0
0,74642,0.291,715,18932,12,1.1,1,10475.78,0.3,0
0,64319,0.261,725,16355,12,3,1,14900.17,0.281,0
0,71641,0.285,748,25511,24,0,2,18382.78,0.334,0
1,40953,0.345,710,17764,36,0.2,1,12803.16,0.369,1
0,65008,0.314,688,23304,24,3.1,0,23983.22,0.286,0
0,64512,0.384,747,16140,24,16.4,0,22880.75,0.345,0
0,58487,0.184,730,14324,48,0.2,0,28411.48,0.255,0
0,55570,0.347,702,8395,36,12.9,2,25904.58,0.334,1
1,61919,0.262,714,5265,24,3.4,0,20861.35,0.324,0
1,73282,0.298,674,7553,48,0.4,1,16915.6,0.272,1
1,69481,0.358,697,26055,24,1.7,2,13328.42,0.51,1
0,56839,0.223,700,14553,36,7.6,0,25214.63,0.234,0
0,67034,0.32,708,22015,36,3.1,0,15138.08,0.356,0
0,68942,0.358,712,24319,60,2.8,1,11073.81,0.235,1
1,45971,0.233,722,9048,24,3.6,1,28832.58,0.29,0
0,45144,0.303,709,12994,24,9.9,1,23953.35,0.3,0
1,76735,0.279,737,13387,48,10.9,0,25518.87,0.274,0
0,67331,0.264,669,12061,36,9,0,27451.54,0.295,1
0,74876,0.39,619,13742,12,4.8,3,13643.3,0.516,0
0,60196,0.248,713,29836,36,1.6,1,22884.54,0.265,0
0,52040,0.319,767,25294,24,6.5,1,21702.99,0.24,0
0,41820,0.325,684,8475,36,12.4,2,19203.67,0.237,0
1,55212,0.326,724,14153,48,4.4,3,33346.04,0.245,0
0,67919,0.245,771,22956,36,3.4,0,24781.97,0.337,0
0,47639,0.326,724,27467,36,1,2,22074.8,0.272,0
1,33855,0.249,606,7063,60,0,1,17842.39,0.457,0
0,74028,0.321,737,17372,36,6.1,2,24772.44,0.301,0
0,87202,0.287,713,28510,36,7.7,1,18917.54,0.329,0
1,37096,0.5,723,28622,24,0.2,2,9342.71,0.449,1
1,41416,0.335,640,8199,36,1.6,2,24606.68,0.459,0
0,55334,0.352,717,10663,12,4.5,1,19366.46,0.309,0
0,55513,0.397,612,21324,12,1,4,13605.03,0.635,0
1,58852,0.365,729,22794,48,1.4,0,22632.12,0.329,0
1,82524,0.329,707,16523,48,0.3,3,22707.5,0.292,1
1,51850,0.292,602,10859,36,3.6,3,8817.43,0.542,0
0,63232,0.224,712,29416,48,2.2,0,19960.68,0.376,0
1,42195,0.416,698,10647,24,3.2,4,18966.6,0.395,1
1,65446,0.3,721,27390,36,7.7,1,19814.26,0.194,0
0,49891,0.353,657,9129,36,8.7,1,19300.56,0.427,0
0,44053,0.277,720,26519,24,9.8,2,32221.51,0.428,0
0,38481,0.42,620,10139,36,1.5,2,12213.06,0.482,0
1,66265,0.275,720,7566,48,11.1,1,20816.15,0.354,0
1,58155,0.207,714,21115,48,1,3,23796.62,0.307,0
1,74981,0.232,760,15617,36,0.1,0,22769.34,0.304,0
1,33565,0.45,685,10688,36,0.2,0,9778.54,0.385,1
0,53832,0.264,722,14158,36,7.6,1,25999.65,0.32,0
0,61847,0.327,733,19632,36,0.6,1,26483.75,0.219,0
0,72092,0.238,766,5348,60,4.2,1,17867.58,0.29,0
0,66170,0.224,713,24698,36,5.1,0,21682.59,0.3,0
1,53840,0.359,517,15775,36,0.2,3,10929.35,0.466,0
0,60452,0.33,678,25787,36,0.1,1,24537.15,0.365,1
0,56460,0.247,749,18326,12,2.6,2,21921.5,0.25,0
0,67224,0.329,741,7401,24,3.6,2,17760.93,0.337,0
0,50733,0.322,745,29719,36,1.5,1,25153.51,0.237,0
0,58584,0.291,754,14405,48,2,0,30883.8,0.274,0
1,48058,0.288,685,18385,60,3.4,1,12128.94,0.347,0
0,70385,0.424,636,23169,48,0.5,0,14404.87,0.443,0
0,66719,0.271,746,20616,48,0.9,0,20301.47,0.317,0
0,60334,0.191,696,29638,24,1.1,2,21164.53,0.275,0
1,72185,0.271,740,9466,24,17.6,0,13228.01,0.306,0
1,59241,0.437,621,27752,48,0.1,1,19066.89,0.544,0
0,48590,0.33,737,7659,48,5.5,0,10716.76,0.251,0
0,52364,0.34,655,14718,36,0.2,1,21020.37,0.474,0
1,59697,0.322,724,18276,48,0.9,0,13766.25,0.288,0
1,46271,0.284,762,12596,36,4,1,16632.16,0.265,0
0,50943,0.256,712,7460,36,8.1,3,15446.78,0.271,0
1,55881,0.309,729,21234,48,3.2,0,17533.58,0.315,0
0,59402,0.225,694,13873,24,7,1,22948.03,0.301,0
1,43546,0.353,699,8806,48,11.4,2,23972.17,0.342,1
0,64288,0.357,710,29735,12,1.4,1,16564.41,0.312,0
0,51163,0.288,686,12862,60,1,1,17200.76,0.286,0
0,59806,0.474,624,7976,48,9.6,2,8209.03,0.504,0
0,74444,0.296,729,13439,12,0.2,1,24579.46,0.344,0
0,52210,0.296,704,18588,48,1.7,1,15779.19,0.318,0
0,68378,0.313,718,24528,36,9.3,3,26484.23,0.271,0
0,65422,0.272,730,6591,24,0.4,2,23430.75,0.36,0
1,87470,0.322,704,20283,36,6.9,2,14277.08,0.421,1
0,60208,0.328,690,5666,24,5.8,0,18652.01,0.256,0
0,67298,0.28,682,6945,60,0.1,1,16959.66,0.407,0
0,51710,0.373,716,24179,24,2.1,2,14547.8,0.337,1
0,58630,0.376,657,26130,48,2,4,1931.14,0.395,0
0,68981,0.283,720,18948,36,6.8,3,14603.74,0.283,0
1,60079,0.366,716,15666,36,0.2,3,14368.18,0.363,0
1,68089,0.316,664,21495,36,2,0,19915.68,0.343,1
1,53544,0.234,706,8335,36,6.3,2,25066.24,0.378,0
0,71797,0.35,685,9862,36,11,1,26004.2,0.335,1
0,77110,0.257,739,12505,24,2,0,18285.59,0.252,0
0,59009,0.234,690,18109,24,1.8,2,16042.59,0.269,0
0,61834,0.315,694,28700,36,4.3,0,16425.73,0.24,0
0,51215,0.354,727,12507,36,6,0,23502.2,0.252,0
0,64744,0.278,593,15134,36,1.8,2,17868.08,0.337,0
1,55023,0.355,733,29050,36,2.2,2,21955.78,0.268,0
0,53534,0.321,708,20114,36,7.4,2,24087.5,0.398,1
0,67035,0.304,744,19480,24,8.2,2,9918.71,0.326,0
1,69236,0.375,668,17999,48,0.5,0,20057.99,0.447,0
0,59298,0.297,726,9621,12,6.3,0,10157.78,0.291,0
0,36621,0.477,648,22779,24,2.6,3,15208.89,0.478,0
0,70596,0.272,735,21648,36,0.5,1,26053.63,0.238,0
0,53610,0.35,685,14648,60,1.6,3,22235,0.36,1
0,50912,0.326,770,12301,48,3,1,13286.73,0.314,0
1,52793,0.381,621,11293,60,0.1,4,21094.2,0.349,0
0,58224,0.351,719,11787,12,1.6,0,22792.58,0.3,0
1,30554,0.495,663,27281,36,0.6,4,14436.04,0.533,0
1,56311,0.258,752,23222,36,9.3,1,22173.24,0.297,0
1,29886,0.424,695,27519,36,0.4,1,32823.04,0.586,1
0,72786,0.254,697,12715,36,5.3,2,22370.73,0.293,0
0,2142,0.315,611,8680,48,0.2,1,23990.1,0.408,0
1,46561,0.464,615,29081,24,0.2,2,19735.41,0.438,0
0,53433,0.334,770,23684,12,1.8,1,15309.9,0.238,0
